,creelID,lakeID,site_group,accessPoint,sampleDate,partyActivity,numberInParty,travelTimeHours,dateTimeReturnInterview,dateTimeLeftLanding,timeNotFishing,electronicUse,fishingDaysYear,fishingDaysLakeYear,homeZip,satisfactionOverall,satisfactionNumber,satisfactionSize,c1LifeRevolves,c2TrophySpots,c3MostEnjoyable,c4SignificantIncome,c5Enjoyable,c6NoTimeHobbies,c7MaximizeNumbers,c8NoAlternative,c9FriendsFish,c10ReleaseFish,c11LoseFriends,c12BigSmall,c13OtherLeisure,c14KeepFishing,c15SpecialGear,income,race,raceOther,hispanic,
1782,LakeMichigan.MM.20240530.47,MM,urban,mckinley,20240530,boat_fishing,2,0.25,20240530 20:02,20240530 15:45,0,1,104,52,53209,6,4,9,4,5,5,3,5,2,5,2,5,1,3,4,5,5,5,"$20,000 to $29,000",White,NA,0,
1783,LakeMichigan.MM.20240530.48,MM,urban,mckinley,20240530,boat_fishing,3,0.25,20240530 19:17,20240530 16:00,0.333333333,1,10,7,53713,7,7,9,2,2,2,2,5,1,4,1,2,3,2,2,1,2,5,refusal,Refusal,NA,NA,
1784,LakeMichigan.MM.20240530.49,MM,urban,mckinley,20240530,boat_fishing,3,0.333333333,20240530 18:15,20240530 16:30,0,1,70,2,53132,10,10,10,4,3,3,4,5,2,4,1,4,3,1,3,2,5,5,"$100,000 to $149,999",White,NA,0,
1785,LakeMichigan.MM.20240530.50,MM,urban,mckinley,20240530,shore_fishing,4,0.25,20240530 19:48,20240530 17:00,0,NA,NA,NA,53210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$40,000 to $49,999",Hispanic or Latino (any race),NA,1,
1786,LakeMichigan.LSSP.20240528.51,LSSP,urban,lakeshore,20240528,shore_fishing,1,0.75,20240528 10:00,20240528 09:30,0,0,10,2,53066,5,1,1,2,2,3,1,4,1,4,1,3,3,1,1,2,4,4,"$90,000 to $99,999",White,NA,0,
1787,LakeMichigan.LSSP.20240528.52,LSSP,urban,lakeshore,20240528,shore_fishing,1,0.25,20240528 10:47,20240528 09:00,0,0,160,15,53186,1,1,1,3,4,4,2,5,3,2,2,4,4,1,5,3,2,5,"$60,000 to $69,999",White,NA,0,
1788,LakeMichigan.LSSP.20240528.53,LSSP,urban,lakeshore,20240528,shore_fishing,3,0.116666667,20240528 12:15,20240528 10:00,0,0,30,3,53202,7,1,NA,1,3,3,1,4,1,5,1,1,3,1,5,2,4,3,"$150,000 or more",Asian,NA,0,
1789,LakeMichigan.LSSP.20240528.54,LSSP,urban,lakeshore,20240528,shore_fishing,1,0.25,20240528 13:08,20240528 12:00,0,0,25,10,53207,8,5,1,2,3,1,1,3,1,1,1,1,4,1,3,1,2,5,"$150,000 or more",White,NA,0,
1790,LakeMichigan.LSSP.20240528.55,LSSP,urban,lakeshore,20240528,shore_fishing,2,0.166666667,20240528 13:29,20240528 10:00,0,0,7,2,53221,9,8,10,3,5,5,2,5,2,5,1,2,5,1,3,3,5,4,"$20,000 to $29,000",Hmong,NA,0,
1791,LakeMichigan.MM.20240530.56,MM,urban,mckinley,20240530,boat_fishing,2,0.166666667,20240530 20:30,20240530 16:45,0,1,75,3,53207,10,10,10,4,3,4,3,5,3,3,1,4,4,1,3,4,5,5,"$100,000 to $149,999",White,NA,0,
1792,LakeMichigan.MM.20240530.57,MM,urban,mckinley,20240530,boat_fishing,1,0.583333333,20240530 19:57,20240530 16:30,0.5,1,60,4,53051,7,5,8,4,1,4,4,4,2,3,2,2,3,2,2,2,4,4,"$150,000 or more",Black,NA,0,
1793,LakeMichigan.SSMP.20240601.58,SSMP,urban,south_shore,20240601,boat_fishing,3,0.25,20240601 10:16,20240601 05:50,0,1,NA,NA,53213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,Refusal,NA,NA,
1794,LakeMichigan.SSMP.20240601.59,SSMP,urban,south_shore,20240601,boat_fishing,4,0.5,20240601 11:50,20240601 07:00,0,1,20,12,53183,10,10,8,3,5,4,5,4,1,4,1,5,1,4,3,4,5,5,"$150,000 or more",White,NA,0,
1795,LakeMichigan.SSMP.20240601.60,SSMP,urban,south_shore,20240601,boat_fishing,3,0.25,20240601 12:05,20240601 05:30,2,NA,NA,NA,53208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,White,NA,0,
1796,LakeMichigan.SSMP.20240601.61,SSMP,urban,south_shore,20240601,boat_fishing,4,0.4,20240601 11:39,20240601 06:25,0,1,76,67,53007,9,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$20,000 to $29,000",White,NA,0,
1797,LakeMichigan.SSMP.20240601.62,SSMP,urban,south_shore,20240601,boat_fishing,4,0.1,20240601 12:23,20240601 05:30,1,1,40,38,53207,8,10,10,2,3,5,4,3,4,2,1,4,1,2,5,5,4,5,"$150,000 or more",White,NA,0,
1798,LakeMichigan.MM.20240602.63,MM,urban,mckinley,20240602,boat_fishing,1,0.583333333,20240602 12:20,20240602 05:30,0.333333333,1,10,8,53149,9,10,10,1,3,3,1,5,2,3,2,2,3,2,2,2,4,5,"$150,000 or more",White,NA,0,
1799,LakeMichigan.SSMP.20240601.64,SSMP,urban,south_shore,20240601,boat_fishing,3,0.25,20240601 14:22,20240601 06:00,2,1,12,6,53214,9,10,8,4,3,3,5,5,5,5,5,5,1,1,3,3,4,5,refusal,White,NA,0,
1800,LakeMichigan.MM.20240602.65,MM,urban,mckinley,20240602,boat_fishing,1,0.416666667,20240602 11:00,20240602 07:00,1.283333333,1,30,5,53005,7,7,10,2,4,3,2,5,2,4,2,4,3,2,3,2,3,5,"$150,000 or more",White,NA,0,
1801,LakeMichigan.MM.20240602.66,MM,urban,mckinley,20240602,boat_fishing,2,0.416666667,20240602 11:46,20240602 06:00,1,1,30,2,53150,6,6,8,4,4,4,2,4,2,4,2,4,3,2,4,2,4,4,"$80,000 to $89,999",White,NA,0,
1802,LakeMichigan.SSMP.20240601.67,SSMP,urban,south_shore,20240601,boat_fishing,4,0.583333333,20240601 11:19,20240601 04:25,0.666666667,1,100,65,53072,10,9,10,3,3,4,2,5,1,3,1,3,3,3,3,3,5,5,"$100,000 to $149,999",White,NA,0,
1803,LakeMichigan.MM.20240602.68,MM,urban,mckinley,20240602,boat_fishing,3,0.666666667,20240602 10:43,20240602 06:00,0.5,1,30,27,53066,10,7,10,4,4,4,5,4,2,4,2,4,2,2,4,4,4,4,"$100,000 to $149,999",White,NA,0,
1804,LakeMichigan.MM.20240602.69,MM,urban,mckinley,20240602,boat_fishing,4,0.666666667,20240602 10:52,20240602 05:30,0.7,1,20,15,53185,5,5,3,3,3,4,1,5,1,1,1,2,3,1,5,1,3,4,"$150,000 or more",White,NA,0,
1805,LakeMichigan.MM.20240602.70,MM,urban,mckinley,20240602,boat_fishing,3,0.333333333,20240602 11:50,20240602 04:30,0,1,150,15,53005,8,10,10,4,4,5,2,5,1,5,2,5,1,3,5,5,5,5,"$80,000 to $89,999",White,NA,0,
1806,LakeMichigan.MM.20240602.71,MM,urban,mckinley,20240602,boat_fishing,3,1.25,20240602 11:17,20240602 05:30,0,1,12,2,53589,10,10,10,4,4,4,3,5,2,5,3,5,3,2,4,4,5,5,"$70,000 to $79,999",White,NA,0,
1807,LakeMichigan.MM.20240602.72,MM,urban,mckinley,20240602,boat_fishing,3,0.333333333,20240602 10:30,20240602 05:00,0,1,NA,NA,53188,5,5,5,4,3,3,1,5,3,5,1,3,1,2,5,3,5,5,"$150,000 or more",White,NA,0,
1808,LakeMichigan.MM.20240602.73,MM,urban,mckinley,20240602,boat_fishing,2,0.25,20240602 12:05,20240602 09:00,0.083333333,1,107,12,53217,5,3,7,2,2,3,3,4,1,2,1,3,3,2,5,1,4,5,"$80,000 to $89,999",White,NA,0,
1809,LakeMichigan.MM.20240602.74,MM,urban,mckinley,20240602,boat_fishing,4,0.5,20240602 09:11,20240602 04:00,0,1,50,6,53188,9,9,10,5,3,4,5,5,1,2,1,5,1,5,3,5,5,5,"$100,000 to $149,999",White,NA,0,
1810,LakeMichigan.MM.20240602.75,MM,urban,mckinley,20240602,shore_fishing,2,0.166666667,20240602 09:29,20240602 05:00,0,0,180,0,53235,9,1,1,3,1,5,1,5,1,1,1,1,5,1,3,3,1,5,"$100,000 to $149,999",White,NA,0,
1811,LakeMichigan.CUP.20240601.76,CUP,urban,cupertino,20240601,boat_fishing,4,0.75,20240601 11:17,20240601 07:30,0.833333333,1,30,10,53118,10,8,10,3,4,3,1,5,1,5,1,1,3,1,2,2,4,5,"$150,000 or more",White,NA,0,
1812,LakeMichigan.CUP.20240601.77,CUP,urban,cupertino,20240601,boat_fishing,5,0.5,20240601 11:31,20240601 05:30,2,1,25,25,53058,8,8,7,5,3,4,4,4,4,4,2,3,1,3,2,4,4,5,"$100,000 to $149,999",White,NA,0,
1813,LakeMichigan.MM.20240602.78,MM,urban,mckinley,20240602,boat_fishing,3,0.333333333,20240602 09:52,20240602 05:15,0.5,1,200,100,53223,10,10,10,4,2,3,2,5,1,4,1,5,3,4,3,3,3,4,refusal,White,NA,0,
1814,LakeMichigan.CUP.20240601.79,CUP,urban,cupertino,20240601,boat_fishing,4,0.416666667,20240601 11:43,20240601 07:00,0.5,1,20,15,53188,10,2,10,4,5,5,5,5,3,5,4,4,1,3,4,4,5,5,"$150,000 or more",White,NA,0,
1815,LakeMichigan.CUP.20240601.80,CUP,urban,cupertino,20240601,boat_fishing,5,0.333333333,20240601 12:12,20240601 05:30,0.666666667,1,30,15,53172,3,1,5,3,2,4,2,4,1,2,2,2,5,2,3,5,5,5,"$80,000 to $89,999",White,NA,0,
1816,LakeMichigan.MM.20240602.81,MM,urban,mckinley,20240602,boat_fishing,4,1.25,20240602 09:33,20240602 04:00,0.75,1,300,300,53546,8,8,8,5,5,5,4,4,2,4,3,4,4,3,5,4,4,4,"$60,000 to $69,999",White,NA,0,
1817,LakeMichigan.CUP.20240601.82,CUP,urban,cupertino,20240601,boat_fishing,4,0.333333333,20240601 11:55,20240601 05:30,1,1,100,75,53005,10,9,5,5,5,5,5,5,3,5,3,4,3,1,4,4,5,5,"$150,000 or more",White,NA,0,
1818,LakeMichigan.CUP.20240601.84,CUP,urban,cupertino,20240601,boat_fishing,5,0.333333333,20240601 13:53,20240601 04:45,3.383333333,1,30,30,53130,10,10,10,5,5,5,4,5,3,5,2,5,3,1,4,3,5,5,"$150,000 or more",White,NA,0,
1819,LakeMichigan.CUP.20240601.86,CUP,urban,cupertino,20240601,boat_fishing,5,0.066666667,20240601 13:39,20240601 06:30,0.5,1,40,40,53069,7,6,7,2,4,2,5,4,4,4,2,4,2,2,4,4,5,4,"$100,000 to $149,999",White,NA,0,
1820,LakeMichigan.MM.20240602.87,MM,urban,mckinley,20240602,boat_fishing,4,0.5,20240602 08:37,20240602 04:00,0,1,40,20,53022,10,10,10,4,2,4,5,5,4,4,2,2,3,4,3,3,4,4,refusal,White,NA,0,
1821,LakeMichigan.MM.20240602.88,MM,urban,mckinley,20240602,boat_fishing,2,0.5,20240602 09:39,20240602 05:00,0.5,1,50,0,53022,10,10,10,2,2,3,2,5,1,5,1,4,1,1,1,3,4,5,"$150,000 or more",White,NA,0,
1822,LakeMichigan.MM.20240602.89,MM,urban,mckinley,20240602,boat_fishing,1,0.5,20240602 09:04,20240602 05:30,0,1,100,40,53089,10,5,10,3,3,2,1,4,1,1,1,2,2,1,5,1,3,5,"$150,000 or more",White,NA,0,
1823,LakeMichigan.MM.20240602.90,MM,urban,mckinley,20240602,boat_fishing,3,0.666666667,20240602 09:07,20240602 05:00,0.666666667,1,50,5,53189,10,10,10,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,"$150,000 or more",White,NA,0,
1824,LakeMichigan.MM.20240602.91,MM,urban,mckinley,20240602,boat_fishing,3,0.75,20240602 09:06,20240602 05:30,0,1,52,2,53033,8,8,7,4,4,4,4,5,3,4,2,4,3,2,4,4,4,5,"$150,000 or more",White,NA,0,
1825,LakeMichigan.MM.20240602.92,MM,urban,mckinley,20240602,boat_fishing,2,1,20240602 11:50,20240602 05:00,0,1,15,3,53551,10,9,10,4,5,3,3,5,3,5,3,5,3,2,3,2,3,5,"$150,000 or more",White,NA,0,
1826,LakeMichigan.MM.20240602.93,MM,urban,mckinley,20240602,boat_fishing,2,0.333333333,20240602 11:06,20240602 06:15,0.5,1,12,10,53129,10,10,7,1,2,3,2,4,1,1,1,2,3,1,3,2,4,4,"$150,000 or more",White,NA,0,
1827,LakeMichigan.MM.20240602.94,MM,urban,mckinley,20240602,boat_fishing,2,0.083333333,20240602 11:23,20240602 04:00,2,1,100,50,53202,10,10,10,3,5,5,4,5,5,5,5,3,3,2,5,5,5,5,"$80,000 to $89,999",White,NA,0,
1828,MilwaukeeRiver.EBP.20240604.97,EBP,urban,estabrook,20240604,shore_fishing,1,0.083333333,20240604 17:11,20240604 10:00,0,0,182,100,53212,8,2,2,2,4,2,4,5,2,5,2,2,3,2,4,2,2,4,"$60,000 to $69,999",Black,NA,0,
1829,MilwaukeeRiver.EBP.20240604.98,EBP,urban,estabrook,20240604,shore_fishing,1,0.333333333,20240604 17:42,20240604 17:00,0,0,24,12,NA,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Hispanic or Latino (any race),NA,1,
1830,MilwaukeeRiver.EBP.20240604.99,EBP,urban,estabrook,20240604,shore_fishing,2,0.5,20240604 17:50,20240604 17:20,0,0,30,30,53215,5,1,1,1,2,1,1,4,1,2,1,3,5,2,2,1,3,2,Unknown,Other,NA,1,
1831,LakeMichigan.MM.20240608.100,MM,urban,mckinley,20240608,boat_fishing,3,0.166666667,20240608 13:04,20240608 06:00,0,1,30,4,53226,10,10,10,5,5,1,5,4,3,2,3,5,5,2,5,4,4,3,refusal,White,NA,0,
1832,LakeMichigan.MM.20240608.101,MM,urban,mckinley,20240608,boat_fishing,3,0.25,20240608 23:10,20240608 17:00,0,1,20,20,53226,9,10,10,3,5,3,3,3,3,5,3,5,3,3,5,4,5,5,"$100,000 to $149,999",White,NA,0,
1833,LakeMichigan.MM.20240608.102,MM,urban,mckinley,20240608,boat_fishing,2,2,20240608 12:35,20240608 06:00,0,NA,NA,NA,53202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,Refusal,NA,NA,
1834,MilwaukeeRiver.EBP.20240609.103,EBP,urban,estabrook,20240609,shore_fishing,9,0.5,20240609 19:35,20240609 17:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $149,999",Black,NA,0,
1835,LakeMichigan.MM.20240608.104,MM,urban,mckinley,20240608,boat_fishing,3,0.5,20240608 14:16,20240608 04:30,0.333333333,NA,NA,NA,53228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $149,999",Asian,NA,0,
1836,LakeMichigan.MM.20240608.105,MM,urban,mckinley,20240608,boat_fishing,4,1.5,20240608 15:18,20240608 06:00,5.8,1,30,20,53546,9,10,9,4,3,5,5,5,2,4,2,5,1,3,4,4,5,5,"$100,000 to $149,999",White,NA,0,
1837,MilwaukeeRiver.EBP.20240609.106,EBP,urban,estabrook,20240609,shore_fishing,2,0.333333333,20240609 18:17,20240609 15:00,0,0,10,10,53209,10,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $149,999",Refusal,NA,0,
1838,LakeMichigan.MM.20240608.107,MM,urban,mckinley,20240608,boat_fishing,4,0.5,20240608 13:34,20240608 08:00,0.566666667,NA,60,50,53196,8,8,8,4,5,5,4,5,4,5,5,4,1,3,3,5,5,5,"$100,000 to $149,999",White,NA,0,
1839,LakeMichigan.MM.20240608.108,MM,urban,mckinley,20240608,shore_fishing,2,0.166666667,20240608 13:55,20240608 08:00,0.5,0,1,1,53212,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$80,000 to $89,999",Other,NA,1,
1840,MilwaukeeRiver.EBP.20240609.109,EBP,urban,estabrook,20240609,shore_fishing,2,0.083333333,20240609 15:47,20240609 15:15,0,0,0,0,53212,7,1,1,2,4,4,2,4,2,4,2,2,3,2,4,4,4,2,refusal,Black,NA,0,
1841,MilwaukeeRiver.EBP.20240609.110,EBP,urban,estabrook,20240609,shore_fishing,2,0.083333333,20240609 17:56,20240609 17:00,0,0,3,3,53217,5,4,8,2,2,4,2,4,1,2,2,2,3,1,4,2,4,4,"$150,000 or more",Asian,NA,0,
1842,LakeMichigan.MM.20240608.111,MM,urban,mckinley,20240608,boat_fishing,2,0.75,20240608 11:37,20240608 05:40,0,1,20,10,53066,10,5,10,5,5,5,3,5,3,5,3,5,5,1,5,3,4,5,"$70,000 to $79,999",White,NA,0,
1843,LakeMichigan.MM.20240608.112,MM,urban,mckinley,20240608,boat_fishing,2,1.166666667,20240608 10:43,20240608 03:30,0,NA,NA,NA,53548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $149,999",White,NA,0,
1844,LakeMichigan.MM.20240608.113,MM,urban,mckinley,20240608,boat_fishing,2,1.5,20240608 10:52,20240608 04:00,0.5,1,1,1,53523,10,8,8,4,2,3,1,4,1,3,1,5,3,5,3,2,4,5,refusal,White,NA,0,
1845,LakeMichigan.CUP.20240605.114,CUP,urban,cupertino,20240605,boat_fishing,3,1.5,20240605 15:42,20240605 10:30,0,1,80,30,54902,9,9,9,3,2,4,4,5,1,3,2,3,4,1,3,2,5,5,refusal,White,NA,0,
1846,LakeMichigan.CUP.20240605.116,CUP,urban,cupertino,20240605,shore_fishing,7,0.15,20240605 20:04,20240605 18:30,0,0,156,104,53215,7,5,5,4,2,5,5,5,5,4,4,2,2,4,4,2,4,4,"$30,000 to $39,999",Asian,NA,0,
1847,LakeMichigan.MM.20240608.117,MM,urban,mckinley,20240608,boat_fishing,2,0.916666667,20240608 09:09,20240608 04:30,1.15,1,4,1,53090,10,10,10,1,5,1,1,5,1,4,1,3,3,1,1,1,5,5,refusal,White,NA,0,
1848,LakeMichigan.MM.20240608.118,MM,urban,mckinley,20240608,boat_fishing,3,1,20240608 09:20,20240608 04:00,0,1,20,5,53156,10,9,10,3,3,3,2,5,3,5,2,3,2,1,4,2,5,5,refusal,White,NA,0,
1849,LakeMichigan.MM.20240608.119,MM,urban,mckinley,20240608,boat_fishing,3,0.083333333,20240608 09:35,20240608 04:00,1.25,1,6,3,53212,10,10,10,4,4,4,2,5,2,5,2,3,3,3,5,5,5,5,"$100,000 to $149,999",White,NA,0,
1850,LakeMichigan.MM.20240608.120,MM,urban,mckinley,20240608,boat_fishing,1,0.1,20240608 09:50,20240608 05:00,0,1,65,65,53215,10,9,9,4,2,3,2,5,2,5,2,5,5,4,4,4,5,5,"$40,000 to $49,999",White,NA,0,
1851,LakeMichigan.MM.20240608.121,MM,urban,mckinley,20240608,boat_fishing,2,0.333333333,20240608 09:50,20240608 04:30,0,1,NA,24,53051,10,10,8,4,4,3,2,5,2,3,1,3,3,2,4,1,5,5,"$80,000 to $89,999",Hmong,NA,0,
1852,LakeMichigan.MM.20240608.122,MM,urban,mckinley,20240608,boat_fishing,2,0.666666667,20240608 10:10,20240608 07:00,0.166666667,1,60,20,53185,10,7,8,3,2,3,2,5,1,4,1,NA,NA,NA,NA,NA,NA,NA,"$150,000 or more",White,NA,0,
1853,LakeMichigan.MM.20240608.123,MM,urban,mckinley,20240608,boat_fishing,2,0.5,20240608 10:20,20240608 06:00,0,1,70,35,53185,8,5,5,4,4,4,2,5,3,5,2,4,4,4,5,4,5,5,refusal,White,NA,0,
1854,LakeMichigan.MM.20240608.124,MM,urban,mckinley,20240608,boat_fishing,2,0.5,20240608 12:05,20240608 04:30,0,1,25,15,53188,10,10,9,5,3,4,5,5,3,5,2,4,3,2,4,3,5,5,"$80,000 to $89,999",White,NA,0,
1855,LakeMichigan.LSSP.20240604.125,LSSP,urban,lakeshore,20240604,shore_fishing,1,0.5,20240604 18:09,20240604 16:50,0,NA,NA,NA,53051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $149,999",Asian,NA,0,
1856,LakeMichigan.LSSP.20240604.126,LSSP,urban,lakeshore,20240604,shore_fishing,2,0.133333333,20240604 19:41,20240604 18:00,0,0,7,2,53204,10,4,10,3,5,4,2,5,3,5,3,2,4,1,5,4,5,3,"$30,000 to $39,999",Other,NA,1,
1857,LakeMichigan.LSSP.20240609.127,LSSP,urban,lakeshore,20240609,shore_fishing,NA,NA,20240609 18:47,20240609 17:40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than $10,000",Black,NA,0,
1858,LakeMichigan.LSSP.20240609.128,LSSP,urban,lakeshore,20240609,shore_fishing,1,0.333333333,20240609 19:48,20240609 19:18,0,0,5,5,53132,10,2,2,5,3,4,1,5,1,5,2,3,5,2,2,5,5,5,refusal,White,NA,0,
1859,LakeMichigan.MM.20240608.129,MM,urban,mckinley,20240608,boat_fishing,1,1.5,20240608 10:50,20240608 04:00,0,1,30,30,53532,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,White,NA,0,
1860,LakeMichigan.MM.20240608.130,MM,urban,mckinley,20240608,boat_fishing,7,1,20240608 11:01,20240608 04:00,0,1,104,52,53094,10,2.5,10,3,5,3,4,4,2,5,2,2,3,2,5,3,5,5,"$100,000 to $149,999",White,NA,0,
1861,LakeMichigan.MM.20240608.131,MM,urban,mckinley,20240608,boat_fishing,5,1.5,20240608 11:46,20240608 06:00,0,1,52,7,53558,7,8,8,3,2,4,5,5,2,5,1,3,1,1,1,3,2,3,"$150,000 or more",White,NA,0,
1862,LakeMichigan.MM.20240608.132,MM,urban,mckinley,20240608,shore_fishing,1,0.233333333,20240608 12:44,20240608 10:00,0,0,52,52,53200,10,5,5,3,5,5,1,5,1,4,3,2,5,1,5,3,5,5,"$150,000 or more",White,NA,0,
1863,LakeMichigan.MM.20240608.133,MM,urban,mckinley,20240608,boat_fishing,4,0.666666667,20240608 10:37,20240608 04:00,1,1,24,2,53089,10,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $149,999",White,NA,0,
1864,LakeMichigan.MM.20240608.134,MM,urban,mckinley,20240608,boat_fishing,3,0.166666667,20240608 10:46,20240608 04:00,1.333333333,1,30,20,53235,9,6,7,4,5,5,4,5,2,5,2,4,5,2,5,4,4,4,"$100,000 to $149,999",White,NA,0,
1865,LakeMichigan.MM.20240608.135,MM,urban,mckinley,20240608,boat_fishing,4,1.25,20240608 11:09,20240608 05:15,0,1,30,1,53558,9,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$150,000 or more",White,NA,0,
1866,LakeMichigan.MM.20240608.136,MM,urban,mckinley,20240608,boat_fishing,2,0.5,20240608 14:33,20240608 08:00,0,NA,NA,NA,53097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $149,999",White,NA,0,
1867,LakeMichigan.MM.20240608.137,MM,urban,mckinley,20240608,boat_fishing,3,0.416666667,20240608 11:40,20240608 07:30,0.333333333,1,25,6,53150,10,10,9,5,5,5,5,5,4,2,4,2,3,2,4,3,5,5,"$150,000 or more",White,NA,0,
1868,MilwaukeeRiver.EBP.20240609.138,EBP,urban,estabrook,20240609,shore_fishing,2,0.166666667,20240609 18:15,20240609 15:00,0,NA,NA,NA,53212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than $10,000",Black,NA,0,
1869,LakeMichigan.MM.20240608.139,MM,urban,mckinley,20240608,boat_fishing,2,0.25,20240608 12:40,20240608 03:00,1,NA,NA,NA,53221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $69,999",White,NA,0,
1870,LakeMichigan.MM.20240608.140,MM,urban,mckinley,20240608,boat_fishing,2,0.3,20240608 09:24,20240608 04:00,1,1,35,15,53151,10,10,9,1,5,3,3,5,2,4,1,5,3,1,3,3,5,5,"$150,000 or more",White,NA,1,
1871,LakeMichigan.MM.20240608.141,MM,urban,mckinley,20240608,boat_fishing,1,0.333333333,20240608 09:38,20240608 05:45,0.5,1,30,5,53228,10,10,10,2,1,2,1,5,1,4,1,4,1,1,1,1,5,5,"$60,000 to $69,999",White,NA,0,
1872,LakeMichigan.MM.20240608.142,MM,urban,mckinley,20240608,boat_fishing,2,0.333333333,20240608 09:55,20240608 05:15,0.5,1,30,15,53005,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,White,NA,0,
1873,LakeMichigan.MM.20240608.143,MM,urban,mckinley,20240608,boat_fishing,5,0.666666667,20240608 12:00,20240608 04:30,0,NA,NA,NA,53105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,White,NA,0,
1874,LakeMichigan.CUP.20240621.144,CUP,urban,cupertino,20240621,shore_fishing,1,0.25,20240621 10:47,20240621 10:10,0,0,50,35,53110,5,3,3,3,5,4,2,5,3,5,4,3,3,2,4,3,3,4,"$150,000 or more",White,NA,0,
1875,LakeMichigan.MM.20240608.145,MM,urban,mckinley,20240608,boat_fishing,1,0.5,20240608 10:16,20240608 05:00,0,1,100,70,53150,5,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $149,999",White,NA,0,
1876,LakeMichigan.MM.20240608.146,MM,urban,mckinley,20240608,boat_fishing,2,1.5,20240608 12:30,20240608 06:00,0.666666667,1,8,3,53545,10,7,10,4,4,4,4,5,5,4,2,2,2,2,3,4,5,5,"$150,000 or more",White,NA,0,
1877,LakeMichigan.MM.20240608.147,MM,urban,mckinley,20240608,boat_fishing,3,0.166666667,20240608 12:41,20240608 05:20,0,1,20,10,53213,10,10,10,5,5,3,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,refusal,White,NA,0,
1878,LakeMichigan.MM.20240608.148,MM,urban,mckinley,20240608,boat_fishing,3,5,20240608 13:00,20240608 04:00,0,NA,NA,NA,55421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,Asian,NA,0,
1879,LakeMichigan.MM.20240608.149,MM,urban,mckinley,20240608,boat_fishing,3,2,20240608 13:17,20240608 05:30,0,1,4,1,53511,9,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,White,NA,0,
1880,MilwaukeeRiver.EBP.20240609.150,EBP,urban,estabrook,20240609,shore_fishing,3,0.083333333,20240609 14:14,20240609 13:00,0,0,5,2,53217,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refusal,White,NA,0,
1881,MilwaukeeRiver.EBP.20240609.151,EBP,urban,estabrook,20240609,shore_fishing,1,0.083333333,20240609 16:30,20240609 15:00,0.5,0,105,50,53212,8,10,8,3,3,4,1,5,1,3,2,4,5,2,3,2,4,5,"$150,000 or more",Black,NA,0,
